id,year,ncessch,leaid,grade,race,sex,enrollment,fips,extracted_at
5383,2022,063444009190,0634440,4,99,99,110,6,2026-03-29
5384,2022,063444010060,0634440,4,99,99,161,6,2026-03-29
5385,2022,063444011032,0634440,4,99,99,118,6,2026-03-29
5386,2022,063444011033,0634440,4,99,99,89,6,2026-03-29
5387,2022,063444012563,0634440,4,99,99,112,6,2026-03-29
5388,2022,063444014382,0634440,4,99,99,60,6,2026-03-29
5389,2022,063444014534,0634440,4,99,99,27,6,2026-03-29
5390,2022,063459001538,0634590,4,99,99,91,6,2026-03-29
5391,2022,063459004084,0634590,4,99,99,45,6,2026-03-29
5392,2022,063459005697,0634590,4,99,99,61,6,2026-03-29
5393,2022,063459005698,0634590,4,99,99,45,6,2026-03-29
5394,2022,063459005699,0634590,4,99,99,47,6,2026-03-29
5395,2022,063459005700,0634590,4,99,99,74,6,2026-03-29
5396,2022,063459005702,0634590,4,99,99,112,6,2026-03-29
5397,2022,063459005706,0634590,4,99,99,28,6,2026-03-29
5398,2022,063459005711,0634590,4,99,99,44,6,2026-03-29
5399,2022,063459005713,0634590,4,99,99,55,6,2026-03-29
5400,2022,063459005714,0634590,4,99,99,61,6,2026-03-29
5401,2022,063459005715,0634590,4,99,99,91,6,2026-03-29
5402,2022,063459005722,0634590,4,99,99,52,6,2026-03-29
5403,2022,063459005727,0634590,4,99,99,104,6,2026-03-29
5404,2022,063459005728,0634590,4,99,99,38,6,2026-03-29
5405,2022,063459005730,0634590,4,99,99,48,6,2026-03-29
5406,2022,063459005734,0634590,4,99,99,63,6,2026-03-29
5407,2022,063459005737,0634590,4,99,99,75,6,2026-03-29
5408,2022,063459005738,0634590,4,99,99,101,6,2026-03-29
5409,2022,063459005740,0634590,4,99,99,42,6,2026-03-29
5410,2022,063459005741,0634590,4,99,99,140,6,2026-03-29
5411,2022,063459005742,0634590,4,99,99,107,6,2026-03-29
5412,2022,063459005743,0634590,4,99,99,56,6,2026-03-29
5413,2022,063459005745,0634590,4,99,99,114,6,2026-03-29
5414,2022,063459006645,0634590,4,99,99,0,6,2026-03-29
5415,2022,063459007429,0634590,4,99,99,51,6,2026-03-29
5416,2022,063459008634,0634590,4,99,99,43,6,2026-03-29
5417,2022,063459010411,0634590,4,99,99,49,6,2026-03-29
5418,2022,063462002560,0634620,4,99,99,62,6,2026-03-29
5419,2022,063462005754,0634620,4,99,99,53,6,2026-03-29
5420,2022,063462005757,0634620,4,99,99,48,6,2026-03-29
5421,2022,063462005758,0634620,4,99,99,58,6,2026-03-29
5422,2022,063462005759,0634620,4,99,99,54,6,2026-03-29
5423,2022,063462005763,0634620,4,99,99,83,6,2026-03-29
5424,2022,063462005765,0634620,4,99,99,77,6,2026-03-29
5425,2022,063462005766,0634620,4,99,99,75,6,2026-03-29
5426,2022,063462005767,0634620,4,99,99,62,6,2026-03-29
5427,2022,063462005770,0634620,4,99,99,75,6,2026-03-29
5428,2022,063462005771,0634620,4,99,99,115,6,2026-03-29
5429,2022,063462005772,0634620,4,99,99,96,6,2026-03-29
5430,2022,063462005773,0634620,4,99,99,57,6,2026-03-29
5431,2022,063462005774,0634620,4,99,99,113,6,2026-03-29
5432,2022,063462005775,0634620,4,99,99,98,6,2026-03-29
5433,2022,063462005781,0634620,4,99,99,42,6,2026-03-29
5434,2022,063462005782,0634620,4,99,99,43,6,2026-03-29
5435,2022,063462005783,0634620,4,99,99,114,6,2026-03-29
5436,2022,063462005785,0634620,4,99,99,120,6,2026-03-29
5437,2022,063462005786,0634620,4,99,99,60,6,2026-03-29
5438,2022,063462005788,0634620,4,99,99,59,6,2026-03-29
5439,2022,063462005792,0634620,4,99,99,79,6,2026-03-29
5440,2022,063462005793,0634620,4,99,99,53,6,2026-03-29
5441,2022,063462005795,0634620,4,99,99,87,6,2026-03-29
5442,2022,063462005796,0634620,4,99,99,44,6,2026-03-29
5443,2022,063462005800,0634620,4,99,99,82,6,2026-03-29
5444,2022,063462005802,0634620,4,99,99,50,6,2026-03-29
5445,2022,063462005803,0634620,4,99,99,59,6,2026-03-29
5446,2022,063462005805,0634620,4,99,99,55,6,2026-03-29
5447,2022,063462005807,0634620,4,99,99,53,6,2026-03-29
5448,2022,063462005809,0634620,4,99,99,51,6,2026-03-29
5449,2022,063462005810,0634620,4,99,99,95,6,2026-03-29
5450,2022,063462005818,0634620,4,99,99,55,6,2026-03-29
5451,2022,063462005819,0634620,4,99,99,65,6,2026-03-29
5452,2022,063462005820,0634620,4,99,99,65,6,2026-03-29
5453,2022,063462005821,0634620,4,99,99,2,6,2026-03-29
5454,2022,063462005822,0634620,4,99,99,102,6,2026-03-29
5455,2022,063462005825,0634620,4,99,99,58,6,2026-03-29
5456,2022,063462005826,0634620,4,99,99,61,6,2026-03-29
5457,2022,063462005828,0634620,4,99,99,41,6,2026-03-29
5458,2022,063462008970,0634620,4,99,99,69,6,2026-03-29
5459,2022,063462008972,0634620,4,99,99,50,6,2026-03-29
5460,2022,063468005833,0634680,4,99,99,50,6,2026-03-29
5461,2022,063468005834,0634680,4,99,99,85,6,2026-03-29
5462,2022,063468005837,0634680,4,99,99,82,6,2026-03-29
5463,2022,063468005838,0634680,4,99,99,71,6,2026-03-29
5464,2022,063468005841,0634680,4,99,99,84,6,2026-03-29
5465,2022,063468005843,0634680,4,99,99,75,6,2026-03-29
5466,2022,063468005844,0634680,4,99,99,116,6,2026-03-29
5467,2022,063468007482,0634680,4,99,99,100,6,2026-03-29
5468,2022,063468014627,0634680,4,99,99,5,6,2026-03-29
5469,2022,063471005846,0634710,4,99,99,80,6,2026-03-29
5470,2022,063471005847,0634710,4,99,99,77,6,2026-03-29
5471,2022,063471005848,0634710,4,99,99,65,6,2026-03-29
5472,2022,063471005850,0634710,4,99,99,63,6,2026-03-29
5473,2022,063471005852,0634710,4,99,99,56,6,2026-03-29
5474,2022,063471005853,0634710,4,99,99,73,6,2026-03-29
5475,2022,063471005855,0634710,4,99,99,91,6,2026-03-29
5476,2022,063471007484,0634710,4,99,99,64,6,2026-03-29
5477,2022,063471007485,0634710,4,99,99,56,6,2026-03-29
5478,2022,063474002797,0634740,4,99,99,15,6,2026-03-29
5479,2022,063474005861,0634740,4,99,99,63,6,2026-03-29
5480,2022,063474005863,0634740,4,99,99,81,6,2026-03-29
5481,2022,063477005866,0634770,4,99,99,10,6,2026-03-29
5482,2022,063480001393,0634800,4,99,99,51,6,2026-03-29
5483,2022,063480005867,0634800,4,99,99,42,6,2026-03-29
5484,2022,063480005869,0634800,4,99,99,44,6,2026-03-29
5485,2022,063480005871,0634800,4,99,99,46,6,2026-03-29
5486,2022,063480005874,0634800,4,99,99,50,6,2026-03-29
5487,2022,063480005877,0634800,4,99,99,68,6,2026-03-29
5488,2022,063480005881,0634800,4,99,99,45,6,2026-03-29
5489,2022,063480005882,0634800,4,99,99,66,6,2026-03-29
5490,2022,063480009192,0634800,4,99,99,61,6,2026-03-29
5491,2022,063480010066,0634800,4,99,99,33,6,2026-03-29
5492,2022,063480012730,0634800,4,99,99,0,6,2026-03-29
5493,2022,063486005884,0634860,4,99,99,88,6,2026-03-29
5494,2022,063486005888,0634860,4,99,99,112,6,2026-03-29
5495,2022,063488005889,0634880,4,99,99,124,6,2026-03-29
5496,2022,063488005890,0634880,4,99,99,117,6,2026-03-29
5497,2022,063488005892,0634880,4,99,99,122,6,2026-03-29
5498,2022,063488007353,0634880,4,99,99,97,6,2026-03-29
5499,2022,063488007719,0634880,4,99,99,105,6,2026-03-29
5500,2022,063488008314,0634880,4,99,99,108,6,2026-03-29
5501,2022,063488008974,0634880,4,99,99,108,6,2026-03-29
5502,2022,063488009439,0634880,4,99,99,126,6,2026-03-29
5503,2022,063488010068,0634880,4,99,99,126,6,2026-03-29
5504,2022,063488011771,0634880,4,99,99,145,6,2026-03-29
5505,2022,063488012201,0634880,4,99,99,108,6,2026-03-29
5506,2022,063488013965,0634880,4,99,99,138,6,2026-03-29
5507,2022,063492002791,0634920,4,99,99,65,6,2026-03-29
5508,2022,063492005404,0634920,4,99,99,75,6,2026-03-29
5509,2022,063492005897,0634920,4,99,99,102,6,2026-03-29
5510,2022,063492005899,0634920,4,99,99,95,6,2026-03-29
5511,2022,063492005905,0634920,4,99,99,128,6,2026-03-29
5512,2022,063492005906,0634920,4,99,99,60,6,2026-03-29
5513,2022,063492005907,0634920,4,99,99,59,6,2026-03-29
5514,2022,063492005908,0634920,4,99,99,61,6,2026-03-29
5515,2022,063492005911,0634920,4,99,99,85,6,2026-03-29
5516,2022,063492005912,0634920,4,99,99,63,6,2026-03-29
5517,2022,063492005913,0634920,4,99,99,36,6,2026-03-29
5518,2022,063492005914,0634920,4,99,99,35,6,2026-03-29
5519,2022,063492005915,0634920,4,99,99,46,6,2026-03-29
5520,2022,063492005916,0634920,4,99,99,48,6,2026-03-29
5521,2022,063492005917,0634920,4,99,99,61,6,2026-03-29
5522,2022,063492007781,0634920,4,99,99,39,6,2026-03-29
5523,2022,063492014143,0634920,4,99,99,51,6,2026-03-29
5524,2022,063492014504,0634920,4,99,99,25,6,2026-03-29
5525,2022,063501005927,0635010,4,99,99,53,6,2026-03-29
5526,2022,063501011786,0635010,4,99,99,26,6,2026-03-29
5527,2022,063504005928,0635040,4,99,99,56,6,2026-03-29
5528,2022,063507005930,0635070,4,99,99,40,6,2026-03-29
5529,2022,063509005932,0635090,4,99,99,89,6,2026-03-29
5530,2022,063509005933,0635090,4,99,99,64,6,2026-03-29
5531,2022,063509005934,0635090,4,99,99,71,6,2026-03-29
5532,2022,063509005935,0635090,4,99,99,53,6,2026-03-29
5533,2022,063509005940,0635090,4,99,99,75,6,2026-03-29
5534,2022,063509006037,0635090,4,99,99,27,6,2026-03-29
5535,2022,063509009630,0635090,4,99,99,81,6,2026-03-29
5536,2022,063513000289,0635130,4,99,99,99,6,2026-03-29
5537,2022,063513005942,0635130,4,99,99,56,6,2026-03-29
5538,2022,063513005945,0635130,4,99,99,78,6,2026-03-29
5539,2022,063513005947,0635130,4,99,99,80,6,2026-03-29
5540,2022,063513005948,0635130,4,99,99,106,6,2026-03-29
5541,2022,063513005949,0635130,4,99,99,66,6,2026-03-29
5542,2022,063513005951,0635130,4,99,99,73,6,2026-03-29
5543,2022,063513005953,0635130,4,99,99,105,6,2026-03-29
5544,2022,063513005954,0635130,4,99,99,87,6,2026-03-29
5545,2022,063513005956,0635130,4,99,99,78,6,2026-03-29
5546,2022,063513005959,0635130,4,99,99,82,6,2026-03-29
5547,2022,063513005960,0635130,4,99,99,85,6,2026-03-29
5548,2022,063513005961,0635130,4,99,99,86,6,2026-03-29
5549,2022,063513007082,0635130,4,99,99,78,6,2026-03-29
5550,2022,063513007356,0635130,4,99,99,86,6,2026-03-29
5551,2022,063513008461,0635130,4,99,99,130,6,2026-03-29
5552,2022,063513008976,0635130,4,99,99,1,6,2026-03-29
5553,2022,063513009631,0635130,4,99,99,92,6,2026-03-29
5554,2022,063513010758,0635130,4,99,99,85,6,2026-03-29
5555,2022,063513010760,0635130,4,99,99,145,6,2026-03-29
5556,2022,063513011880,0635130,4,99,99,113,6,2026-03-29
5557,2022,063513012242,0635130,4,99,99,77,6,2026-03-29
5558,2022,063513013980,0635130,4,99,99,112,6,2026-03-29
5559,2022,063522005963,0635220,4,99,99,73,6,2026-03-29
5560,2022,063522005965,0635220,4,99,99,65,6,2026-03-29
5561,2022,063522005966,0635220,4,99,99,80,6,2026-03-29
5562,2022,063522010382,0635220,4,99,99,154,6,2026-03-29
5563,2022,063522012612,0635220,4,99,99,100,6,2026-03-29
5564,2022,063525005968,0635250,4,99,99,42,6,2026-03-29
5565,2022,063525005969,0635250,4,99,99,35,6,2026-03-29
5566,2022,063525005970,0635250,4,99,99,73,6,2026-03-29
5567,2022,063525005971,0635250,4,99,99,55,6,2026-03-29
5568,2022,063525005972,0635250,4,99,99,63,6,2026-03-29
5569,2022,063525005973,0635250,4,99,99,100,6,2026-03-29
5570,2022,063525005975,0635250,4,99,99,64,6,2026-03-29
5571,2022,063525005976,0635250,4,99,99,73,6,2026-03-29
5572,2022,063525005977,0635250,4,99,99,65,6,2026-03-29
5573,2022,063525005980,0635250,4,99,99,71,6,2026-03-29
5574,2022,063525007967,0635250,4,99,99,2,6,2026-03-29
5575,2022,063525008474,0635250,4,99,99,70,6,2026-03-29
5576,2022,063525008475,0635250,4,99,99,70,6,2026-03-29
5577,2022,063525010074,0635250,4,99,99,22,6,2026-03-29
5578,2022,063525011999,0635250,4,99,99,88,6,2026-03-29
5579,2022,063525012753,0635250,4,99,99,102,6,2026-03-29
5580,2022,063531000757,0635310,4,99,99,56,6,2026-03-29
5581,2022,063531000758,0635310,4,99,99,105,6,2026-03-29
5582,2022,063531005981,0635310,4,99,99,63,6,2026-03-29
5583,2022,063531005983,0635310,4,99,99,66,6,2026-03-29
5584,2022,063531005984,0635310,4,99,99,58,6,2026-03-29
5585,2022,063531005985,0635310,4,99,99,50,6,2026-03-29
5586,2022,063531005986,0635310,4,99,99,70,6,2026-03-29
5587,2022,063531005987,0635310,4,99,99,158,6,2026-03-29
5588,2022,063531005988,0635310,4,99,99,51,6,2026-03-29
5589,2022,063531005990,0635310,4,99,99,92,6,2026-03-29
5590,2022,063531005991,0635310,4,99,99,81,6,2026-03-29
5591,2022,063531005993,0635310,4,99,99,92,6,2026-03-29
5592,2022,063531005994,0635310,4,99,99,74,6,2026-03-29
5593,2022,063531005995,0635310,4,99,99,116,6,2026-03-29
5594,2022,063531005996,0635310,4,99,99,98,6,2026-03-29
5595,2022,063531005997,0635310,4,99,99,57,6,2026-03-29
5596,2022,063531005999,0635310,4,99,99,42,6,2026-03-29
5597,2022,063531006000,0635310,4,99,99,65,6,2026-03-29
5598,2022,063531006002,0635310,4,99,99,117,6,2026-03-29
5599,2022,063531006003,0635310,4,99,99,126,6,2026-03-29
5600,2022,063531006006,0635310,4,99,99,111,6,2026-03-29
5601,2022,063531006007,0635310,4,99,99,53,6,2026-03-29
5602,2022,063531006009,0635310,4,99,99,60,6,2026-03-29
5603,2022,063531006012,0635310,4,99,99,95,6,2026-03-29
5604,2022,063531006014,0635310,4,99,99,68,6,2026-03-29
5605,2022,063531006148,0635310,4,99,99,81,6,2026-03-29
5606,2022,063531007198,0635310,4,99,99,71,6,2026-03-29
5607,2022,063531007597,0635310,4,99,99,27,6,2026-03-29
5608,2022,063531008248,0635310,4,99,99,140,6,2026-03-29
5609,2022,063531009440,0635310,4,99,99,66,6,2026-03-29
5610,2022,063531009634,0635310,4,99,99,93,6,2026-03-29
5611,2022,063531010265,0635310,4,99,99,71,6,2026-03-29
5612,2022,063531010991,0635310,4,99,99,103,6,2026-03-29
5613,2022,063531012200,0635310,4,99,99,79,6,2026-03-29
5614,2022,063531014192,0635310,4,99,99,11,6,2026-03-29
5615,2022,063543001588,0635430,4,99,99,38,6,2026-03-29
5616,2022,063543006033,0635430,4,99,99,42,6,2026-03-29
5617,2022,063543006034,0635430,4,99,99,45,6,2026-03-29
5618,2022,063543006036,0635430,4,99,99,29,6,2026-03-29
5619,2022,063543006040,0635430,4,99,99,45,6,2026-03-29
5620,2022,063543006041,0635430,4,99,99,56,6,2026-03-29
5621,2022,063543006042,0635430,4,99,99,75,6,2026-03-29
5622,2022,063543006043,0635430,4,99,99,70,6,2026-03-29
5623,2022,063543006044,0635430,4,99,99,84,6,2026-03-29
5624,2022,063543006045,0635430,4,99,99,51,6,2026-03-29
5625,2022,063543006048,0635430,4,99,99,43,6,2026-03-29
5626,2022,063543006049,0635430,4,99,99,88,6,2026-03-29
5627,2022,063543006051,0635430,4,99,99,72,6,2026-03-29
5628,2022,063543006052,0635430,4,99,99,56,6,2026-03-29
5629,2022,063543006054,0635430,4,99,99,56,6,2026-03-29
5630,2022,063543006650,0635430,4,99,99,50,6,2026-03-29
5631,2022,063543008984,0635430,4,99,99,2,6,2026-03-29
5632,2022,063543011797,0635430,4,99,99,55,6,2026-03-29
5633,2022,063543013982,0635430,4,99,99,79,6,2026-03-29
5634,2022,063543014546,0635430,4,99,99,0,6,2026-03-29
5635,2022,063549006057,0635490,4,99,99,9,6,2026-03-29
5636,2022,063559006058,0635590,4,99,99,44,6,2026-03-29
5637,2022,063559006061,0635590,4,99,99,79,6,2026-03-29
5638,2022,063559006062,0635590,4,99,99,38,6,2026-03-29
5639,2022,063559006069,0635590,4,99,99,82,6,2026-03-29
5640,2022,063559010080,0635590,4,99,99,20,6,2026-03-29
5641,2022,063560007437,0635600,4,99,99,3,6,2026-03-29
5642,2022,063570006089,0635700,4,99,99,69,6,2026-03-29
5643,2022,063570006090,0635700,4,99,99,120,6,2026-03-29
5644,2022,063570006091,0635700,4,99,99,99,6,2026-03-29
5645,2022,063570006096,0635700,4,99,99,73,6,2026-03-29
5646,2022,063570006097,0635700,4,99,99,0,6,2026-03-29
5647,2022,063570006100,0635700,4,99,99,87,6,2026-03-29
5648,2022,063570006101,0635700,4,99,99,110,6,2026-03-29
5649,2022,063570006104,0635700,4,99,99,45,6,2026-03-29
5650,2022,063570007138,0635700,4,99,99,31,6,2026-03-29
5651,2022,063570007360,0635700,4,99,99,32,6,2026-03-29
5652,2022,063579006115,0635790,4,99,99,93,6,2026-03-29
5653,2022,063579006116,0635790,4,99,99,86,6,2026-03-29
5654,2022,063579010562,0635790,4,99,99,57,6,2026-03-29
5655,2022,063579010971,0635790,4,99,99,92,6,2026-03-29
5656,2022,063581006117,0635810,4,99,99,37,6,2026-03-29
5657,2022,063581006118,0635810,4,99,99,42,6,2026-03-29
5658,2022,063581006119,0635810,4,99,99,51,6,2026-03-29
5659,2022,063581006120,0635810,4,99,99,58,6,2026-03-29
5660,2022,063581006122,0635810,4,99,99,73,6,2026-03-29
5661,2022,063581006125,0635810,4,99,99,36,6,2026-03-29
5662,2022,063581006126,0635810,4,99,99,43,6,2026-03-29
5663,2022,063581006129,0635810,4,99,99,57,6,2026-03-29
5664,2022,063581006135,0635810,4,99,99,46,6,2026-03-29
5665,2022,063581009635,0635810,4,99,99,29,6,2026-03-29
5666,2022,063581011850,0635810,4,99,99,48,6,2026-03-29
5667,2022,063581013339,0635810,4,99,99,59,6,2026-03-29
5668,2022,063583014539,0635830,4,99,99,3,6,2026-03-29
5669,2022,063588001222,0635880,4,99,99,3,6,2026-03-29
5670,2022,063588006137,0635880,4,99,99,101,6,2026-03-29
5671,2022,063588006138,0635880,4,99,99,65,6,2026-03-29
5672,2022,063588006139,0635880,4,99,99,90,6,2026-03-29
5673,2022,063588006140,0635880,4,99,99,57,6,2026-03-29
5674,2022,063588006141,0635880,4,99,99,80,6,2026-03-29
5675,2022,063588006142,0635880,4,99,99,88,6,2026-03-29
5676,2022,063588006143,0635880,4,99,99,43,6,2026-03-29
5677,2022,063588006144,0635880,4,99,99,90,6,2026-03-29
5678,2022,063588006146,0635880,4,99,99,31,6,2026-03-29
5679,2022,063588010639,0635880,4,99,99,0,6,2026-03-29
5680,2022,063591006147,0635910,4,99,99,75,6,2026-03-29
5681,2022,063591006149,0635910,4,99,99,52,6,2026-03-29
5682,2022,063591006151,0635910,4,99,99,70,6,2026-03-29
5683,2022,063594006152,0635940,4,99,99,7,6,2026-03-29
5684,2022,063597003259,0635970,4,99,99,112,6,2026-03-29
5685,2022,063597006153,0635970,4,99,99,44,6,2026-03-29
5686,2022,063597006154,0635970,4,99,99,133,6,2026-03-29
5687,2022,063597006155,0635970,4,99,99,67,6,2026-03-29
5688,2022,063597006157,0635970,4,99,99,62,6,2026-03-29
5689,2022,063597006158,0635970,4,99,99,90,6,2026-03-29
5690,2022,063597006159,0635970,4,99,99,36,6,2026-03-29
5691,2022,063597006160,0635970,4,99,99,75,6,2026-03-29
5692,2022,063597007532,0635970,4,99,99,107,6,2026-03-29
5693,2022,063597008063,0635970,4,99,99,60,6,2026-03-29
5694,2022,063597009193,0635970,4,99,99,51,6,2026-03-29
5695,2022,063597009637,0635970,4,99,99,76,6,2026-03-29
5696,2022,063597010535,0635970,4,99,99,108,6,2026-03-29
5697,2022,063597010910,0635970,4,99,99,73,6,2026-03-29
5698,2022,063597012401,0635970,4,99,99,163,6,2026-03-29
5699,2022,063600006162,0636000,4,99,99,39,6,2026-03-29
5700,2022,063603006165,0636030,4,99,99,47,6,2026-03-29
5701,2022,063603006166,0636030,4,99,99,73,6,2026-03-29
5702,2022,063603006169,0636030,4,99,99,84,6,2026-03-29
5703,2022,063603009194,0636030,4,99,99,53,6,2026-03-29
5704,2022,063610006171,0636100,4,99,99,25,6,2026-03-29
5705,2022,063618006178,0636180,4,99,99,49,6,2026-03-29
5706,2022,063621006180,0636210,4,99,99,37,6,2026-03-29
5707,2022,063624006181,0636240,4,99,99,0,6,2026-03-29
5708,2022,063627006182,0636270,4,99,99,94,6,2026-03-29
5709,2022,063627006183,0636270,4,99,99,35,6,2026-03-29
5710,2022,063627006185,0636270,4,99,99,51,6,2026-03-29
5711,2022,063627006186,0636270,4,99,99,87,6,2026-03-29
5712,2022,063627006187,0636270,4,99,99,79,6,2026-03-29
5713,2022,063627006189,0636270,4,99,99,31,6,2026-03-29
5714,2022,063627006191,0636270,4,99,99,57,6,2026-03-29
5715,2022,063627008476,0636270,4,99,99,7,6,2026-03-29
5716,2022,063633006192,0636330,4,99,99,19,6,2026-03-29
5717,2022,063636006193,0636360,4,99,99,38,6,2026-03-29
5718,2022,063642006200,0636420,4,99,99,26,6,2026-03-29
5719,2022,063645006201,0636450,4,99,99,2,6,2026-03-29
5720,2022,063645006202,0636450,4,99,99,16,6,2026-03-29
5721,2022,063657006208,0636570,4,99,99,12,6,2026-03-29
5722,2022,063666006214,0636660,4,99,99,0,6,2026-03-29
5723,2022,063666012799,0636660,4,99,99,20,6,2026-03-29
5724,2022,063667006215,0636670,4,99,99,4,6,2026-03-29
5725,2022,063667006216,0636670,4,99,99,13,6,2026-03-29
5726,2022,063667006218,0636670,4,99,99,15,6,2026-03-29
5727,2022,063678006226,0636780,4,99,99,6,6,2026-03-29
5728,2022,063678006228,0636780,4,99,99,29,6,2026-03-29
5729,2022,063680000434,0636800,4,99,99,49,6,2026-03-29
5730,2022,063680006234,0636800,4,99,99,25,6,2026-03-29
5731,2022,063680006236,0636800,4,99,99,89,6,2026-03-29
5732,2022,063680006239,0636800,4,99,99,61,6,2026-03-29
5733,2022,063680006241,0636800,4,99,99,56,6,2026-03-29
5734,2022,063680006242,0636800,4,99,99,60,6,2026-03-29
5735,2022,063680503059,0636805,4,99,99,1,6,2026-03-29
5736,2022,063680507971,0636805,4,99,99,0,6,2026-03-29
5737,2022,063680512884,0636805,4,99,99,91,6,2026-03-29
5738,2022,063681006244,0636810,4,99,99,1,6,2026-03-29
5739,2022,063682007255,0636820,4,99,99,17,6,2026-03-29
5740,2022,063682007258,0636820,4,99,99,28,6,2026-03-29
5741,2022,063682010616,0636820,4,99,99,3,6,2026-03-29
5742,2022,063682011743,0636820,4,99,99,139,6,2026-03-29
5743,2022,063684006248,0636840,4,99,99,80,6,2026-03-29
5744,2022,063684006250,0636840,4,99,99,60,6,2026-03-29
5745,2022,063684006251,0636840,4,99,99,72,6,2026-03-29
5746,2022,063684006252,0636840,4,99,99,47,6,2026-03-29
5747,2022,063684006253,0636840,4,99,99,50,6,2026-03-29
5748,2022,063684006256,0636840,4,99,99,98,6,2026-03-29
5749,2022,063684006257,0636840,4,99,99,0,6,2026-03-29
5750,2022,063684006258,0636840,4,99,99,50,6,2026-03-29
5751,2022,063684006259,0636840,4,99,99,21,6,2026-03-29
5752,2022,063684006261,0636840,4,99,99,31,6,2026-03-29
5753,2022,063684006262,0636840,4,99,99,61,6,2026-03-29
5754,2022,063684006263,0636840,4,99,99,53,6,2026-03-29
5755,2022,063684006265,0636840,4,99,99,39,6,2026-03-29
5756,2022,063684006270,0636840,4,99,99,59,6,2026-03-29
5757,2022,063684006271,0636840,4,99,99,76,6,2026-03-29
5758,2022,063684006273,0636840,4,99,99,96,6,2026-03-29
5759,2022,063684006275,0636840,4,99,99,58,6,2026-03-29
5760,2022,063684007927,0636840,4,99,99,92,6,2026-03-29
5761,2022,063684009639,0636840,4,99,99,14,6,2026-03-29
5762,2022,063684010712,0636840,4,99,99,41,6,2026-03-29
5763,2022,063696006281,0636960,4,99,99,6,6,2026-03-29
5764,2022,063697001140,0636970,4,99,99,7,6,2026-03-29
5765,2022,063697005069,0636970,4,99,99,48,6,2026-03-29
5766,2022,063697007875,0636970,4,99,99,121,6,2026-03-29
5767,2022,063697007877,0636970,4,99,99,44,6,2026-03-29
5768,2022,063697009195,0636970,4,99,99,159,6,2026-03-29
5769,2022,063697009640,0636970,4,99,99,91,6,2026-03-29
5770,2022,063697011744,0636970,4,99,99,134,6,2026-03-29
5771,2022,063699002691,0636990,4,99,99,36,6,2026-03-29
5772,2022,063699006283,0636990,4,99,99,103,6,2026-03-29
5773,2022,063699009196,0636990,4,99,99,45,6,2026-03-29
5774,2022,063699011397,0636990,4,99,99,112,6,2026-03-29
5775,2022,063699013801,0636990,4,99,99,72,6,2026-03-29
5776,2022,063705006292,0637050,4,99,99,83,6,2026-03-29
5777,2022,063705008746,0637050,4,99,99,52,6,2026-03-29
5778,2022,063705008988,0637050,4,99,99,49,6,2026-03-29
5779,2022,063705010974,0637050,4,99,99,80,6,2026-03-29
5780,2022,063705011698,0637050,4,99,99,52,6,2026-03-29
5781,2022,063705014527,0637050,4,99,99,0,6,2026-03-29
5782,2022,063711006295,0637110,4,99,99,51,6,2026-03-29
5783,2022,063714006296,0637140,4,99,99,26,6,2026-03-29
5784,2022,063720006299,0637200,4,99,99,22,6,2026-03-29
5785,2022,063720006300,0637200,4,99,99,46,6,2026-03-29
5786,2022,063720006301,0637200,4,99,99,58,6,2026-03-29
5787,2022,063720006302,0637200,4,99,99,41,6,2026-03-29
5788,2022,063720006303,0637200,4,99,99,38,6,2026-03-29
5789,2022,063723006305,0637230,4,99,99,91,6,2026-03-29
5790,2022,063729002798,0637290,4,99,99,61,6,2026-03-29
5791,2022,063729006310,0637290,4,99,99,26,6,2026-03-29
5792,2022,063729006311,0637290,4,99,99,68,6,2026-03-29
5793,2022,063729013055,0637290,4,99,99,1,6,2026-03-29
5794,2022,063732006312,0637320,4,99,99,58,6,2026-03-29
5795,2022,063735006314,0637350,4,99,99,51,6,2026-03-29
5796,2022,063735012891,0637350,4,99,99,2,6,2026-03-29
5797,2022,063738006315,0637380,4,99,99,60,6,2026-03-29
5798,2022,063738006316,0637380,4,99,99,40,6,2026-03-29
5799,2022,063738006317,0637380,4,99,99,49,6,2026-03-29
5800,2022,063738006318,0637380,4,99,99,46,6,2026-03-29
5801,2022,063738006320,0637380,4,99,99,80,6,2026-03-29
5802,2022,063738006321,0637380,4,99,99,113,6,2026-03-29
5803,2022,063738006322,0637380,4,99,99,83,6,2026-03-29
5804,2022,063738006323,0637380,4,99,99,60,6,2026-03-29
5805,2022,063738006324,0637380,4,99,99,66,6,2026-03-29
5806,2022,063738006325,0637380,4,99,99,54,6,2026-03-29
5807,2022,063738008308,0637380,4,99,99,96,6,2026-03-29
5808,2022,063738014501,0637380,4,99,99,20,6,2026-03-29
5809,2022,063747006331,0637470,4,99,99,30,6,2026-03-29
5810,2022,063750006332,0637500,4,99,99,116,6,2026-03-29
5811,2022,063750006333,0637500,4,99,99,127,6,2026-03-29
5812,2022,063750006334,0637500,4,99,99,94,6,2026-03-29
5813,2022,063753006341,0637530,4,99,99,88,6,2026-03-29
5814,2022,063753006345,0637530,4,99,99,48,6,2026-03-29
5815,2022,063753006346,0637530,4,99,99,61,6,2026-03-29
5816,2022,063753006347,0637530,4,99,99,85,6,2026-03-29
5817,2022,063753006349,0637530,4,99,99,62,6,2026-03-29
5818,2022,063753006351,0637530,4,99,99,61,6,2026-03-29
