id,year,ncessch,leaid,grade,race,sex,enrollment,fips,extracted_at
3056,2022,062193002605,0621930,4,99,99,84,6,2026-03-29
3057,2022,062193002606,0621930,4,99,99,61,6,2026-03-29
3058,2022,062193002607,0621930,4,99,99,45,6,2026-03-29
3059,2022,062193002608,0621930,4,99,99,76,6,2026-03-29
3060,2022,062196002609,0621960,4,99,99,1,6,2026-03-29
3061,2022,062199002611,0621990,4,99,99,62,6,2026-03-29
3062,2022,062199002612,0621990,4,99,99,47,6,2026-03-29
3063,2022,062199007435,0621990,4,99,99,50,6,2026-03-29
3064,2022,062199010412,0621990,4,99,99,8,6,2026-03-29
3065,2022,062199011260,0621990,4,99,99,18,6,2026-03-29
3066,2022,062205002613,0622050,4,99,99,13,6,2026-03-29
3067,2022,062205002616,0622050,4,99,99,114,6,2026-03-29
3068,2022,062205009891,0622050,4,99,99,0,6,2026-03-29
3069,2022,062211000052,0622110,4,99,99,73,6,2026-03-29
3070,2022,062211002620,0622110,4,99,99,95,6,2026-03-29
3071,2022,062211002622,0622110,4,99,99,62,6,2026-03-29
3072,2022,062211002624,0622110,4,99,99,107,6,2026-03-29
3073,2022,062211002627,0622110,4,99,99,83,6,2026-03-29
3074,2022,062211002628,0622110,4,99,99,87,6,2026-03-29
3075,2022,062211002631,0622110,4,99,99,49,6,2026-03-29
3076,2022,062211002632,0622110,4,99,99,92,6,2026-03-29
3077,2022,062211002635,0622110,4,99,99,124,6,2026-03-29
3078,2022,062211008438,0622110,4,99,99,96,6,2026-03-29
3079,2022,062211008877,0622110,4,99,99,4,6,2026-03-29
3080,2022,062211014134,0622110,4,99,99,60,6,2026-03-29
3081,2022,062217002637,0622170,4,99,99,57,6,2026-03-29
3082,2022,062217008739,0622170,4,99,99,107,6,2026-03-29
3083,2022,062217009893,0622170,4,99,99,83,6,2026-03-29
3084,2022,062223001341,0622230,4,99,99,42,6,2026-03-29
3085,2022,062223002642,0622230,4,99,99,49,6,2026-03-29
3086,2022,062223002643,0622230,4,99,99,73,6,2026-03-29
3087,2022,062223002646,0622230,4,99,99,66,6,2026-03-29
3088,2022,062223002647,0622230,4,99,99,61,6,2026-03-29
3089,2022,062223002649,0622230,4,99,99,60,6,2026-03-29
3090,2022,062223002650,0622230,4,99,99,13,6,2026-03-29
3091,2022,062223002652,0622230,4,99,99,73,6,2026-03-29
3092,2022,062223002653,0622230,4,99,99,75,6,2026-03-29
3093,2022,062223002654,0622230,4,99,99,49,6,2026-03-29
3094,2022,062223002656,0622230,4,99,99,55,6,2026-03-29
3095,2022,062223002657,0622230,4,99,99,55,6,2026-03-29
3096,2022,062223002668,0622230,4,99,99,14,6,2026-03-29
3097,2022,062223002669,0622230,4,99,99,110,6,2026-03-29
3098,2022,062223003998,0622230,4,99,99,87,6,2026-03-29
3099,2022,062223007743,0622230,4,99,99,30,6,2026-03-29
3100,2022,062223008152,0622230,4,99,99,50,6,2026-03-29
3101,2022,062223008320,0622230,4,99,99,1,6,2026-03-29
3102,2022,062223008617,0622230,4,99,99,39,6,2026-03-29
3103,2022,062223008878,0622230,4,99,99,68,6,2026-03-29
3104,2022,062223008879,0622230,4,99,99,73,6,2026-03-29
3105,2022,062223009895,0622230,4,99,99,66,6,2026-03-29
3106,2022,062223009896,0622230,4,99,99,73,6,2026-03-29
3107,2022,062223010315,0622230,4,99,99,51,6,2026-03-29
3108,2022,062223010652,0622230,4,99,99,64,6,2026-03-29
3109,2022,062223011322,0622230,4,99,99,50,6,2026-03-29
3110,2022,062223011356,0622230,4,99,99,109,6,2026-03-29
3111,2022,062223011413,0622230,4,99,99,91,6,2026-03-29
3112,2022,062223011416,0622230,4,99,99,109,6,2026-03-29
3113,2022,062223011417,0622230,4,99,99,112,6,2026-03-29
3114,2022,062223011774,0622230,4,99,99,75,6,2026-03-29
3115,2022,062223011775,0622230,4,99,99,53,6,2026-03-29
3116,2022,062223012344,0622230,4,99,99,39,6,2026-03-29
3117,2022,062223012997,0622230,4,99,99,1,6,2026-03-29
3118,2022,062223014403,0622230,4,99,99,23,6,2026-03-29
3119,2022,062232002671,0622320,4,99,99,11,6,2026-03-29
3120,2022,062235002673,0622350,4,99,99,47,6,2026-03-29
3121,2022,062238002674,0622380,4,99,99,130,6,2026-03-29
3122,2022,062241002676,0622410,4,99,99,53,6,2026-03-29
3123,2022,062241002678,0622410,4,99,99,43,6,2026-03-29
3124,2022,062241002680,0622410,4,99,99,62,6,2026-03-29
3125,2022,062241002681,0622410,4,99,99,91,6,2026-03-29
3126,2022,062241002682,0622410,4,99,99,90,6,2026-03-29
3127,2022,062241002685,0622410,4,99,99,49,6,2026-03-29
3128,2022,062241002689,0622410,4,99,99,70,6,2026-03-29
3129,2022,062241007298,0622410,4,99,99,72,6,2026-03-29
3130,2022,062241008882,0622410,4,99,99,97,6,2026-03-29
3131,2022,062241011344,0622410,4,99,99,7,6,2026-03-29
3132,2022,062244002692,0622440,4,99,99,20,6,2026-03-29
3133,2022,062250002695,0622500,4,99,99,125,6,2026-03-29
3134,2022,062250002698,0622500,4,99,99,85,6,2026-03-29
3135,2022,062250002699,0622500,4,99,99,97,6,2026-03-29
3136,2022,062250002700,0622500,4,99,99,86,6,2026-03-29
3137,2022,062250002701,0622500,4,99,99,54,6,2026-03-29
3138,2022,062250002702,0622500,4,99,99,115,6,2026-03-29
3139,2022,062250002703,0622500,4,99,99,55,6,2026-03-29
3140,2022,062250002704,0622500,4,99,99,124,6,2026-03-29
3141,2022,062250002706,0622500,4,99,99,76,6,2026-03-29
3142,2022,062250002707,0622500,4,99,99,87,6,2026-03-29
3143,2022,062250002709,0622500,4,99,99,95,6,2026-03-29
3144,2022,062250002711,0622500,4,99,99,67,6,2026-03-29
3145,2022,062250002712,0622500,4,99,99,48,6,2026-03-29
3146,2022,062250002714,0622500,4,99,99,51,6,2026-03-29
3147,2022,062250002715,0622500,4,99,99,83,6,2026-03-29
3148,2022,062250002716,0622500,4,99,99,114,6,2026-03-29
3149,2022,062250002717,0622500,4,99,99,55,6,2026-03-29
3150,2022,062250002718,0622500,4,99,99,157,6,2026-03-29
3151,2022,062250002720,0622500,4,99,99,138,6,2026-03-29
3152,2022,062250002721,0622500,4,99,99,137,6,2026-03-29
3153,2022,062250002723,0622500,4,99,99,65,6,2026-03-29
3154,2022,062250002725,0622500,4,99,99,82,6,2026-03-29
3155,2022,062250002730,0622500,4,99,99,44,6,2026-03-29
3156,2022,062250002731,0622500,4,99,99,100,6,2026-03-29
3157,2022,062250002732,0622500,4,99,99,138,6,2026-03-29
3158,2022,062250002734,0622500,4,99,99,130,6,2026-03-29
3159,2022,062250002735,0622500,4,99,99,146,6,2026-03-29
3160,2022,062250002737,0622500,4,99,99,158,6,2026-03-29
3161,2022,062250002738,0622500,4,99,99,79,6,2026-03-29
3162,2022,062250002739,0622500,4,99,99,81,6,2026-03-29
3163,2022,062250002740,0622500,4,99,99,45,6,2026-03-29
3164,2022,062250002741,0622500,4,99,99,62,6,2026-03-29
3165,2022,062250002742,0622500,4,99,99,58,6,2026-03-29
3166,2022,062250002744,0622500,4,99,99,88,6,2026-03-29
3167,2022,062250002747,0622500,4,99,99,133,6,2026-03-29
3168,2022,062250002748,0622500,4,99,99,48,6,2026-03-29
3169,2022,062250002749,0622500,4,99,99,93,6,2026-03-29
3170,2022,062250002752,0622500,4,99,99,91,6,2026-03-29
3171,2022,062250002754,0622500,4,99,99,62,6,2026-03-29
3172,2022,062250002756,0622500,4,99,99,163,6,2026-03-29
3173,2022,062250002757,0622500,4,99,99,110,6,2026-03-29
3174,2022,062250002760,0622500,4,99,99,95,6,2026-03-29
3175,2022,062250002762,0622500,4,99,99,82,6,2026-03-29
3176,2022,062250002764,0622500,4,99,99,73,6,2026-03-29
3177,2022,062250002766,0622500,4,99,99,78,6,2026-03-29
3178,2022,062250002767,0622500,4,99,99,104,6,2026-03-29
3179,2022,062250002768,0622500,4,99,99,92,6,2026-03-29
3180,2022,062250003226,0622500,4,99,99,90,6,2026-03-29
3181,2022,062250007299,0622500,4,99,99,31,6,2026-03-29
3182,2022,062250008025,0622500,4,99,99,87,6,2026-03-29
3183,2022,062250009568,0622500,4,99,99,108,6,2026-03-29
3184,2022,062250009902,0622500,4,99,99,67,6,2026-03-29
3185,2022,062250010828,0622500,4,99,99,52,6,2026-03-29
3186,2022,062250012153,0622500,4,99,99,130,6,2026-03-29
3187,2022,062250013001,0622500,4,99,99,0,6,2026-03-29
3188,2022,062256002771,0622560,4,99,99,47,6,2026-03-29
3189,2022,062256002772,0622560,4,99,99,46,6,2026-03-29
3190,2022,062256002773,0622560,4,99,99,53,6,2026-03-29
3191,2022,062256004416,0622560,4,99,99,27,6,2026-03-29
3192,2022,062256008550,0622560,4,99,99,52,6,2026-03-29
3193,2022,062256011704,0622560,4,99,99,25,6,2026-03-29
3194,2022,062256012246,0622560,4,99,99,59,6,2026-03-29
3195,2022,062259000794,0622590,4,99,99,96,6,2026-03-29
3196,2022,062259006163,0622590,4,99,99,93,6,2026-03-29
3197,2022,062259007301,0622590,4,99,99,108,6,2026-03-29
3198,2022,062259007303,0622590,4,99,99,115,6,2026-03-29
3199,2022,062259007307,0622590,4,99,99,106,6,2026-03-29
3200,2022,062259008885,0622590,4,99,99,93,6,2026-03-29
3201,2022,062265002782,0622650,4,99,99,55,6,2026-03-29
3202,2022,062265002787,0622650,4,99,99,56,6,2026-03-29
3203,2022,062265002788,0622650,4,99,99,45,6,2026-03-29
3204,2022,062265002789,0622650,4,99,99,47,6,2026-03-29
3205,2022,062265002790,0622650,4,99,99,43,6,2026-03-29
3206,2022,062265011202,0622650,4,99,99,53,6,2026-03-29
3207,2022,062265011796,0622650,4,99,99,39,6,2026-03-29
3208,2022,062271000444,0622710,4,99,99,87,6,2026-03-29
3209,2022,062271000451,0622710,4,99,99,120,6,2026-03-29
3210,2022,062271000453,0622710,4,99,99,85,6,2026-03-29
3211,2022,062271002143,0622710,4,99,99,74,6,2026-03-29
3212,2022,062271002803,0622710,4,99,99,21,6,2026-03-29
3213,2022,062271002804,0622710,4,99,99,64,6,2026-03-29
3214,2022,062271002805,0622710,4,99,99,70,6,2026-03-29
3215,2022,062271002807,0622710,4,99,99,40,6,2026-03-29
3216,2022,062271002808,0622710,4,99,99,66,6,2026-03-29
3217,2022,062271002809,0622710,4,99,99,68,6,2026-03-29
3218,2022,062271002811,0622710,4,99,99,117,6,2026-03-29
3219,2022,062271002812,0622710,4,99,99,48,6,2026-03-29
3220,2022,062271002814,0622710,4,99,99,46,6,2026-03-29
3221,2022,062271002816,0622710,4,99,99,47,6,2026-03-29
3222,2022,062271002817,0622710,4,99,99,12,6,2026-03-29
3223,2022,062271002818,0622710,4,99,99,39,6,2026-03-29
3224,2022,062271002819,0622710,4,99,99,14,6,2026-03-29
3225,2022,062271002820,0622710,4,99,99,50,6,2026-03-29
3226,2022,062271002821,0622710,4,99,99,32,6,2026-03-29
3227,2022,062271002822,0622710,4,99,99,25,6,2026-03-29
3228,2022,062271002823,0622710,4,99,99,53,6,2026-03-29
3229,2022,062271002825,0622710,4,99,99,39,6,2026-03-29
3230,2022,062271002826,0622710,4,99,99,55,6,2026-03-29
3231,2022,062271002827,0622710,4,99,99,108,6,2026-03-29
3232,2022,062271002828,0622710,4,99,99,44,6,2026-03-29
3233,2022,062271002831,0622710,4,99,99,29,6,2026-03-29
3234,2022,062271002833,0622710,4,99,99,145,6,2026-03-29
3235,2022,062271002834,0622710,4,99,99,70,6,2026-03-29
3236,2022,062271002837,0622710,4,99,99,45,6,2026-03-29
3237,2022,062271002839,0622710,4,99,99,77,6,2026-03-29
3238,2022,062271002840,0622710,4,99,99,101,6,2026-03-29
3239,2022,062271002841,0622710,4,99,99,63,6,2026-03-29
3240,2022,062271002842,0622710,4,99,99,91,6,2026-03-29
3241,2022,062271002843,0622710,4,99,99,48,6,2026-03-29
3242,2022,062271002848,0622710,4,99,99,107,6,2026-03-29
3243,2022,062271002855,0622710,4,99,99,32,6,2026-03-29
3244,2022,062271002858,0622710,4,99,99,37,6,2026-03-29
3245,2022,062271002859,0622710,4,99,99,57,6,2026-03-29
3246,2022,062271002860,0622710,4,99,99,106,6,2026-03-29
3247,2022,062271002861,0622710,4,99,99,25,6,2026-03-29
3248,2022,062271002862,0622710,4,99,99,38,6,2026-03-29
3249,2022,062271002863,0622710,4,99,99,47,6,2026-03-29
3250,2022,062271002864,0622710,4,99,99,31,6,2026-03-29
3251,2022,062271002865,0622710,4,99,99,80,6,2026-03-29
3252,2022,062271002866,0622710,4,99,99,40,6,2026-03-29
3253,2022,062271002867,0622710,4,99,99,73,6,2026-03-29
3254,2022,062271002868,0622710,4,99,99,26,6,2026-03-29
3255,2022,062271002869,0622710,4,99,99,55,6,2026-03-29
3256,2022,062271002870,0622710,4,99,99,97,6,2026-03-29
3257,2022,062271002871,0622710,4,99,99,46,6,2026-03-29
3258,2022,062271002872,0622710,4,99,99,106,6,2026-03-29
3259,2022,062271002874,0622710,4,99,99,44,6,2026-03-29
3260,2022,062271002877,0622710,4,99,99,23,6,2026-03-29
3261,2022,062271002882,0622710,4,99,99,47,6,2026-03-29
3262,2022,062271002883,0622710,4,99,99,62,6,2026-03-29
3263,2022,062271002884,0622710,4,99,99,69,6,2026-03-29
3264,2022,062271002885,0622710,4,99,99,71,6,2026-03-29
3265,2022,062271002886,0622710,4,99,99,57,6,2026-03-29
3266,2022,062271002887,0622710,4,99,99,67,6,2026-03-29
3267,2022,062271002888,0622710,4,99,99,46,6,2026-03-29
3268,2022,062271002889,0622710,4,99,99,76,6,2026-03-29
3269,2022,062271002891,0622710,4,99,99,52,6,2026-03-29
3270,2022,062271002892,0622710,4,99,99,116,6,2026-03-29
3271,2022,062271002894,0622710,4,99,99,60,6,2026-03-29
3272,2022,062271002895,0622710,4,99,99,68,6,2026-03-29
3273,2022,062271002897,0622710,4,99,99,78,6,2026-03-29
3274,2022,062271002898,0622710,4,99,99,149,6,2026-03-29
3275,2022,062271002900,0622710,4,99,99,93,6,2026-03-29
3276,2022,062271002901,0622710,4,99,99,53,6,2026-03-29
3277,2022,062271002903,0622710,4,99,99,93,6,2026-03-29
3278,2022,062271002904,0622710,4,99,99,78,6,2026-03-29
3279,2022,062271002905,0622710,4,99,99,84,6,2026-03-29
3280,2022,062271002906,0622710,4,99,99,63,6,2026-03-29
3281,2022,062271002909,0622710,4,99,99,43,6,2026-03-29
3282,2022,062271002910,0622710,4,99,99,52,6,2026-03-29
3283,2022,062271002911,0622710,4,99,99,49,6,2026-03-29
3284,2022,062271002913,0622710,4,99,99,39,6,2026-03-29
3285,2022,062271002914,0622710,4,99,99,71,6,2026-03-29
3286,2022,062271002915,0622710,4,99,99,59,6,2026-03-29
3287,2022,062271002917,0622710,4,99,99,33,6,2026-03-29
3288,2022,062271002919,0622710,4,99,99,62,6,2026-03-29
3289,2022,062271002920,0622710,4,99,99,39,6,2026-03-29
3290,2022,062271002921,0622710,4,99,99,68,6,2026-03-29
3291,2022,062271002924,0622710,4,99,99,17,6,2026-03-29
3292,2022,062271002925,0622710,4,99,99,64,6,2026-03-29
3293,2022,062271002926,0622710,4,99,99,70,6,2026-03-29
3294,2022,062271002927,0622710,4,99,99,88,6,2026-03-29
3295,2022,062271002928,0622710,4,99,99,94,6,2026-03-29
3296,2022,062271002929,0622710,4,99,99,113,6,2026-03-29
3297,2022,062271002930,0622710,4,99,99,29,6,2026-03-29
3298,2022,062271002934,0622710,4,99,99,94,6,2026-03-29
3299,2022,062271002935,0622710,4,99,99,79,6,2026-03-29
3300,2022,062271002936,0622710,4,99,99,36,6,2026-03-29
3301,2022,062271002938,0622710,4,99,99,117,6,2026-03-29
3302,2022,062271002939,0622710,4,99,99,69,6,2026-03-29
3303,2022,062271002940,0622710,4,99,99,64,6,2026-03-29
3304,2022,062271002942,0622710,4,99,99,35,6,2026-03-29
3305,2022,062271002943,0622710,4,99,99,42,6,2026-03-29
3306,2022,062271002945,0622710,4,99,99,54,6,2026-03-29
3307,2022,062271002946,0622710,4,99,99,47,6,2026-03-29
3308,2022,062271002948,0622710,4,99,99,38,6,2026-03-29
3309,2022,062271002949,0622710,4,99,99,66,6,2026-03-29
3310,2022,062271002950,0622710,4,99,99,41,6,2026-03-29
3311,2022,062271002951,0622710,4,99,99,74,6,2026-03-29
3312,2022,062271002952,0622710,4,99,99,46,6,2026-03-29
3313,2022,062271002954,0622710,4,99,99,63,6,2026-03-29
3314,2022,062271002955,0622710,4,99,99,105,6,2026-03-29
3315,2022,062271002959,0622710,4,99,99,94,6,2026-03-29
3316,2022,062271002962,0622710,4,99,99,86,6,2026-03-29
3317,2022,062271002963,0622710,4,99,99,72,6,2026-03-29
3318,2022,062271002964,0622710,4,99,99,24,6,2026-03-29
3319,2022,062271002967,0622710,4,99,99,30,6,2026-03-29
3320,2022,062271002968,0622710,4,99,99,83,6,2026-03-29
3321,2022,062271002969,0622710,4,99,99,117,6,2026-03-29
3322,2022,062271002974,0622710,4,99,99,113,6,2026-03-29
3323,2022,062271002978,0622710,4,99,99,46,6,2026-03-29
3324,2022,062271002979,0622710,4,99,99,76,6,2026-03-29
3325,2022,062271002980,0622710,4,99,99,33,6,2026-03-29
3326,2022,062271002983,0622710,4,99,99,67,6,2026-03-29
3327,2022,062271002985,0622710,4,99,99,48,6,2026-03-29
3328,2022,062271002986,0622710,4,99,99,38,6,2026-03-29
3329,2022,062271002990,0622710,4,99,99,75,6,2026-03-29
3330,2022,062271002991,0622710,4,99,99,109,6,2026-03-29
3331,2022,062271002992,0622710,4,99,99,68,6,2026-03-29
3332,2022,062271002993,0622710,4,99,99,105,6,2026-03-29
3333,2022,062271002994,0622710,4,99,99,88,6,2026-03-29
3334,2022,062271002996,0622710,4,99,99,112,6,2026-03-29
3335,2022,062271002997,0622710,4,99,99,56,6,2026-03-29
3336,2022,062271002999,0622710,4,99,99,44,6,2026-03-29
3337,2022,062271003001,0622710,4,99,99,74,6,2026-03-29
3338,2022,062271003002,0622710,4,99,99,59,6,2026-03-29
3339,2022,062271003003,0622710,4,99,99,39,6,2026-03-29
3340,2022,062271003004,0622710,4,99,99,31,6,2026-03-29
3341,2022,062271003005,0622710,4,99,99,96,6,2026-03-29
3342,2022,062271003006,0622710,4,99,99,75,6,2026-03-29
3343,2022,062271003008,0622710,4,99,99,54,6,2026-03-29
3344,2022,062271003009,0622710,4,99,99,59,6,2026-03-29
3345,2022,062271003012,0622710,4,99,99,33,6,2026-03-29
3346,2022,062271003013,0622710,4,99,99,66,6,2026-03-29
3347,2022,062271003014,0622710,4,99,99,151,6,2026-03-29
3348,2022,062271003015,0622710,4,99,99,95,6,2026-03-29
3349,2022,062271003016,0622710,4,99,99,24,6,2026-03-29
3350,2022,062271003017,0622710,4,99,99,23,6,2026-03-29
3351,2022,062271003018,0622710,4,99,99,81,6,2026-03-29
3352,2022,062271003022,0622710,4,99,99,54,6,2026-03-29
3353,2022,062271003026,0622710,4,99,99,59,6,2026-03-29
3354,2022,062271003028,0622710,4,99,99,59,6,2026-03-29
3355,2022,062271003033,0622710,4,99,99,79,6,2026-03-29
3356,2022,062271003036,0622710,4,99,99,65,6,2026-03-29
3357,2022,062271003038,0622710,4,99,99,32,6,2026-03-29
3358,2022,062271003039,0622710,4,99,99,71,6,2026-03-29
3359,2022,062271003040,0622710,4,99,99,46,6,2026-03-29
3360,2022,062271003041,0622710,4,99,99,77,6,2026-03-29
3361,2022,062271003042,0622710,4,99,99,40,6,2026-03-29
3362,2022,062271003043,0622710,4,99,99,46,6,2026-03-29
3363,2022,062271003044,0622710,4,99,99,11,6,2026-03-29
3364,2022,062271003045,0622710,4,99,99,32,6,2026-03-29
3365,2022,062271003046,0622710,4,99,99,42,6,2026-03-29
3366,2022,062271003048,0622710,4,99,99,83,6,2026-03-29
3367,2022,062271003049,0622710,4,99,99,44,6,2026-03-29
3368,2022,062271003051,0622710,4,99,99,75,6,2026-03-29
3369,2022,062271003053,0622710,4,99,99,61,6,2026-03-29
3370,2022,062271003054,0622710,4,99,99,59,6,2026-03-29
3371,2022,062271003056,0622710,4,99,99,80,6,2026-03-29
3372,2022,062271003057,0622710,4,99,99,55,6,2026-03-29
3373,2022,062271003060,0622710,4,99,99,87,6,2026-03-29
3374,2022,062271003061,0622710,4,99,99,98,6,2026-03-29
3375,2022,062271003063,0622710,4,99,99,73,6,2026-03-29
3376,2022,062271003065,0622710,4,99,99,48,6,2026-03-29
3377,2022,062271003066,0622710,4,99,99,79,6,2026-03-29
3378,2022,062271003067,0622710,4,99,99,77,6,2026-03-29
3379,2022,062271003068,0622710,4,99,99,77,6,2026-03-29
3380,2022,062271003069,0622710,4,99,99,39,6,2026-03-29
3381,2022,062271003071,0622710,4,99,99,40,6,2026-03-29
3382,2022,062271003072,0622710,4,99,99,105,6,2026-03-29
3383,2022,062271003074,0622710,4,99,99,93,6,2026-03-29
3384,2022,062271003075,0622710,4,99,99,81,6,2026-03-29
3385,2022,062271003077,0622710,4,99,99,86,6,2026-03-29
3386,2022,062271003078,0622710,4,99,99,71,6,2026-03-29
3387,2022,062271003080,0622710,4,99,99,62,6,2026-03-29
3388,2022,062271003084,0622710,4,99,99,93,6,2026-03-29
3389,2022,062271003085,0622710,4,99,99,18,6,2026-03-29
3390,2022,062271003086,0622710,4,99,99,86,6,2026-03-29
3391,2022,062271003090,0622710,4,99,99,23,6,2026-03-29
3392,2022,062271003091,0622710,4,99,99,175,6,2026-03-29
3393,2022,062271003092,0622710,4,99,99,105,6,2026-03-29
3394,2022,062271003094,0622710,4,99,99,86,6,2026-03-29
3395,2022,062271003096,0622710,4,99,99,83,6,2026-03-29
3396,2022,062271003097,0622710,4,99,99,37,6,2026-03-29
3397,2022,062271003099,0622710,4,99,99,77,6,2026-03-29
3398,2022,062271003103,0622710,4,99,99,79,6,2026-03-29
3399,2022,062271003111,0622710,4,99,99,61,6,2026-03-29
3400,2022,062271003112,0622710,4,99,99,26,6,2026-03-29
3401,2022,062271003113,0622710,4,99,99,72,6,2026-03-29
3402,2022,062271003114,0622710,4,99,99,35,6,2026-03-29
3403,2022,062271003115,0622710,4,99,99,156,6,2026-03-29
3404,2022,062271003118,0622710,4,99,99,105,6,2026-03-29
3405,2022,062271003119,0622710,4,99,99,76,6,2026-03-29
3406,2022,062271003120,0622710,4,99,99,50,6,2026-03-29
3407,2022,062271003121,0622710,4,99,99,83,6,2026-03-29
3408,2022,062271003122,0622710,4,99,99,33,6,2026-03-29
3409,2022,062271003123,0622710,4,99,99,82,6,2026-03-29
3410,2022,062271003124,0622710,4,99,99,53,6,2026-03-29
3411,2022,062271003125,0622710,4,99,99,41,6,2026-03-29
3412,2022,062271003126,0622710,4,99,99,25,6,2026-03-29
3413,2022,062271003127,0622710,4,99,99,18,6,2026-03-29
3414,2022,062271003130,0622710,4,99,99,39,6,2026-03-29
3415,2022,062271003131,0622710,4,99,99,72,6,2026-03-29
3416,2022,062271003132,0622710,4,99,99,52,6,2026-03-29
3417,2022,062271003135,0622710,4,99,99,79,6,2026-03-29
3418,2022,062271003136,0622710,4,99,99,81,6,2026-03-29
3419,2022,062271003137,0622710,4,99,99,43,6,2026-03-29
3420,2022,062271003138,0622710,4,99,99,109,6,2026-03-29
3421,2022,062271003141,0622710,4,99,99,65,6,2026-03-29
3422,2022,062271003142,0622710,4,99,99,63,6,2026-03-29
3423,2022,062271003143,0622710,4,99,99,37,6,2026-03-29
3424,2022,062271003144,0622710,4,99,99,94,6,2026-03-29
3425,2022,062271003145,0622710,4,99,99,153,6,2026-03-29
3426,2022,062271003147,0622710,4,99,99,62,6,2026-03-29
3427,2022,062271003148,0622710,4,99,99,38,6,2026-03-29
3428,2022,062271003150,0622710,4,99,99,61,6,2026-03-29
3429,2022,062271003152,0622710,4,99,99,75,6,2026-03-29
3430,2022,062271003153,0622710,4,99,99,43,6,2026-03-29
3431,2022,062271003157,0622710,4,99,99,100,6,2026-03-29
3432,2022,062271003158,0622710,4,99,99,114,6,2026-03-29
3433,2022,062271003159,0622710,4,99,99,69,6,2026-03-29
3434,2022,062271003160,0622710,4,99,99,105,6,2026-03-29
3435,2022,062271003161,0622710,4,99,99,31,6,2026-03-29
3436,2022,062271003164,0622710,4,99,99,79,6,2026-03-29
3437,2022,062271003165,0622710,4,99,99,36,6,2026-03-29
3438,2022,062271003170,0622710,4,99,99,57,6,2026-03-29
3439,2022,062271003172,0622710,4,99,99,97,6,2026-03-29
3440,2022,062271003174,0622710,4,99,99,75,6,2026-03-29
3441,2022,062271003175,0622710,4,99,99,22,6,2026-03-29
3442,2022,062271003177,0622710,4,99,99,95,6,2026-03-29
3443,2022,062271003178,0622710,4,99,99,82,6,2026-03-29
3444,2022,062271003179,0622710,4,99,99,63,6,2026-03-29
3445,2022,062271003180,0622710,4,99,99,55,6,2026-03-29
3446,2022,062271003182,0622710,4,99,99,80,6,2026-03-29
3447,2022,062271003183,0622710,4,99,99,48,6,2026-03-29
3448,2022,062271003184,0622710,4,99,99,133,6,2026-03-29
3449,2022,062271003185,0622710,4,99,99,155,6,2026-03-29
3450,2022,062271003186,0622710,4,99,99,84,6,2026-03-29
3451,2022,062271003188,0622710,4,99,99,105,6,2026-03-29
3452,2022,062271003191,0622710,4,99,99,114,6,2026-03-29
3453,2022,062271003195,0622710,4,99,99,48,6,2026-03-29
3454,2022,062271003198,0622710,4,99,99,75,6,2026-03-29
3455,2022,062271003199,0622710,4,99,99,77,6,2026-03-29
3456,2022,062271003203,0622710,4,99,99,75,6,2026-03-29
3457,2022,062271003206,0622710,4,99,99,49,6,2026-03-29
3458,2022,062271003207,0622710,4,99,99,51,6,2026-03-29
3459,2022,062271003208,0622710,4,99,99,74,6,2026-03-29
3460,2022,062271003210,0622710,4,99,99,72,6,2026-03-29
3461,2022,062271003211,0622710,4,99,99,36,6,2026-03-29
3462,2022,062271003212,0622710,4,99,99,81,6,2026-03-29
3463,2022,062271003218,0622710,4,99,99,125,6,2026-03-29
3464,2022,062271003219,0622710,4,99,99,92,6,2026-03-29
3465,2022,062271003220,0622710,4,99,99,93,6,2026-03-29
3466,2022,062271003221,0622710,4,99,99,82,6,2026-03-29
3467,2022,062271003222,0622710,4,99,99,88,6,2026-03-29
3468,2022,062271003223,0622710,4,99,99,122,6,2026-03-29
3469,2022,062271003227,0622710,4,99,99,106,6,2026-03-29
3470,2022,062271003228,0622710,4,99,99,101,6,2026-03-29
3471,2022,062271003229,0622710,4,99,99,51,6,2026-03-29
3472,2022,062271003232,0622710,4,99,99,43,6,2026-03-29
3473,2022,062271003233,0622710,4,99,99,57,6,2026-03-29
3474,2022,062271003237,0622710,4,99,99,74,6,2026-03-29
3475,2022,062271003238,0622710,4,99,99,106,6,2026-03-29
3476,2022,062271003239,0622710,4,99,99,72,6,2026-03-29
3477,2022,062271003240,0622710,4,99,99,89,6,2026-03-29
3478,2022,062271003241,0622710,4,99,99,49,6,2026-03-29
3479,2022,062271003242,0622710,4,99,99,71,6,2026-03-29
3480,2022,062271003243,0622710,4,99,99,38,6,2026-03-29
3481,2022,062271003244,0622710,4,99,99,71,6,2026-03-29
3482,2022,062271003246,0622710,4,99,99,155,6,2026-03-29
3483,2022,062271003248,0622710,4,99,99,51,6,2026-03-29
3484,2022,062271003249,0622710,4,99,99,104,6,2026-03-29
3485,2022,062271003250,0622710,4,99,99,54,6,2026-03-29
3486,2022,062271003251,0622710,4,99,99,109,6,2026-03-29
3487,2022,062271003252,0622710,4,99,99,65,6,2026-03-29
3488,2022,062271003254,0622710,4,99,99,44,6,2026-03-29
3489,2022,062271003256,0622710,4,99,99,52,6,2026-03-29
3490,2022,062271003258,0622710,4,99,99,37,6,2026-03-29
3491,2022,062271003260,0622710,4,99,99,67,6,2026-03-29
